DAY,CENTERLAT,CENTERLON,FCOUNT
1987-05-28,45.5,-73.7,2
1987-05-29,45.5,-73.7,1
1987-06-08,45.5,-73.7,3
1987-06-16,45.5,-73.7,1
1987-06-28,45.5,-73.7,2
1987-07-11,45.5,-73.7,4
1987-07-13,45.5,-73.7,3
1987-07-14,45.5,-73.7,77
1987-07-18,45.5,-73.7,4
1987-07-24,45.5,-73.7,2
1987-07-26,45.5,-73.7,8
1987-08-19,45.5,-73.7,1
1987-08-22,45.5,-73.7,15
1988-05-31,45.5,-73.7,4
1988-06-23,45.5,-73.7,2
1988-06-25,45.5,-73.7,3
1988-07-10,45.5,-73.7,1
1988-07-22,45.5,-73.7,1
1988-07-30,45.5,-73.7,1
1988-08-03,45.5,-73.7,3
1988-08-05,45.5,-73.7,2
1988-08-06,45.5,-73.7,15
1988-08-13,45.5,-73.7,7
1988-08-14,45.5,-73.7,3
1988-08-26,45.5,-73.7,1
1988-09-18,45.5,-73.7,1
1989-03-28,45.5,-73.7,1
1989-08-04,45.5,-73.7,2
1989-08-06,45.5,-73.7,2
1989-08-14,45.5,-73.7,1
1989-08-21,45.5,-73.7,2
1990-05-06,45.5,-73.7,1
1990-06-10,45.5,-73.7,1
1990-06-18,45.5,-73.7,19
1990-06-23,45.5,-73.7,1
1990-06-24,45.5,-73.7,1
1990-07-17,45.5,-73.7,3
1990-07-26,45.5,-73.7,1
1990-08-27,45.5,-73.7,3
1991-06-12,45.5,-73.7,1
1991-06-27,45.5,-73.7,6
1991-06-28,45.5,-73.7,2
1991-08-01,45.5,-73.7,3
1991-08-05,45.5,-73.7,2
1991-08-27,45.5,-73.7,1
1991-08-30,45.5,-73.7,19
1992-06-19,45.5,-73.7,11
1992-09-10,45.5,-73.7,4
1993-06-07,45.5,-73.7,1
1993-06-16,45.5,-73.7,3
1993-06-28,45.5,-73.7,1
1993-07-12,45.5,-73.7,1
1993-07-20,45.5,-73.7,2
1993-07-27,45.5,-73.7,9
1993-07-29,45.5,-73.7,3
1993-08-08,45.5,-73.7,1
1993-08-11,45.5,-73.7,2
1993-08-12,45.5,-73.7,3
1993-08-14,45.5,-73.7,9
1993-08-16,45.5,-73.7,1
1993-08-17,45.5,-73.7,1
1993-08-24,45.5,-73.7,5
1993-08-31,45.5,-73.7,32
1994-04-27,45.5,-73.7,1
1994-06-12,45.5,-73.7,12
1994-06-19,45.5,-73.7,1
1994-06-29,45.5,-73.7,22
1994-07-02,45.5,-73.7,29
1994-07-07,45.5,-73.7,1
1994-07-09,45.5,-73.7,18
1994-07-19,45.5,-73.7,1
1994-07-21,45.5,-73.7,64
1994-07-26,45.5,-73.7,3
1994-07-30,45.5,-73.7,1
1994-08-04,45.5,-73.7,5
1994-08-20,45.5,-73.7,3
1994-08-28,45.5,-73.7,2
1995-07-06,45.5,-73.7,13
1995-07-07,45.5,-73.7,1
1995-07-18,45.5,-73.7,1
1995-07-23,45.5,-73.7,3
1995-07-29,45.5,-73.7,1
1995-08-12,45.5,-73.7,1
1995-08-15,45.5,-73.7,1
1995-10-11,45.5,-73.7,1
1996-01-20,45.5,-73.7,1
1996-04-21,45.5,-73.7,5
1996-05-18,45.5,-73.7,9
1996-05-19,45.5,-73.7,4
1996-05-20,45.5,-73.7,1
1996-06-04,45.5,-73.7,1
1996-06-11,45.5,-73.7,7
1996-06-13,45.5,-73.7,1
1996-07-16,45.5,-73.7,17
1996-08-16,45.5,-73.7,2
1997-05-01,45.5,-73.7,1
1997-06-12,45.5,-73.7,4
1997-06-22,45.5,-73.7,1
1997-06-25,45.5,-73.7,3
1997-07-03,45.5,-73.7,3
1997-07-15,45.5,-73.7,1
1997-08-02,45.5,-73.7,4
1997-08-16,45.5,-73.7,6
1997-08-28,45.5,-73.7,1
1998-01-09,45.5,-73.7,1
1998-03-31,45.5,-73.7,2
1998-04-16,45.5,-73.7,1
1998-05-04,45.5,-73.7,1
1998-05-20,45.5,-73.7,17
1998-05-31,45.5,-73.7,4
1998-06-03,45.5,-73.7,2
1998-06-11,45.5,-73.7,1
1998-06-17,45.5,-73.7,1
1998-06-24,45.5,-73.7,2
1998-06-29,45.5,-73.7,1
1998-06-30,45.5,-73.7,1
1998-07-16,45.5,-73.7,2
1998-07-17,45.5,-73.7,9
1998-07-20,45.5,-73.7,9
1998-08-11,45.5,-73.7,2
1998-08-15,45.5,-73.7,1
1998-08-24,45.5,-73.7,1
1998-08-25,45.5,-73.7,10
1998-09-07,45.5,-73.7,2
1998-09-12,45.5,-73.7,4
1998-09-27,45.5,-73.7,2
1999-06-06,45.5,-73.7,3
1999-06-07,45.5,-73.7,1
1999-07-02,45.5,-73.7,24
1999-07-05,45.5,-73.7,24
1999-07-06,45.5,-73.7,1
1999-07-07,45.5,-73.7,3
1999-07-17,45.5,-73.7,1
1999-07-23,45.5,-73.7,2
1999-08-17,45.5,-73.7,1
1999-09-21,45.5,-73.7,1
2000-05-07,45.5,-73.7,3
2000-05-09,45.5,-73.7,1
2000-05-25,45.5,-73.7,2
2000-06-15,45.5,-73.7,1
2000-07-01,45.5,-73.7,3
2000-07-18,45.5,-73.7,2
2000-07-29,45.5,-73.7,1
2000-08-16,45.5,-73.7,10
2000-09-13,45.5,-73.7,1
2001-05-18,45.5,-73.7,1
2001-05-28,45.5,-73.7,1
2001-06-16,45.5,-73.7,4
2001-07-01,45.5,-73.7,3
2001-07-04,45.5,-73.7,2
2001-07-09,45.5,-73.7,4
2001-07-10,45.5,-73.7,2
2001-07-11,45.5,-73.7,2
2001-08-10,45.5,-73.7,1
2001-08-20,45.5,-73.7,4
2001-08-27,45.5,-73.7,1
2001-09-04,45.5,-73.7,1
2002-04-18,45.5,-73.7,6
2002-05-30,45.5,-73.7,3
2002-05-31,45.5,-73.7,2
2002-06-23,45.5,-73.7,10
2002-07-17,45.5,-73.7,3
2002-08-02,45.5,-73.7,9
2002-08-14,45.5,-73.7,2
2002-09-03,45.5,-73.7,4
2002-09-04,45.5,-73.7,1
2003-04-15,45.5,-73.7,13
2003-06-30,45.5,-73.7,1
2003-07-08,45.5,-73.7,6
2003-07-24,45.5,-73.7,1
2003-08-04,45.5,-73.7,2
2003-08-29,45.5,-73.7,1
2003-10-21,45.5,-73.7,1
2004-04-19,45.5,-73.7,1
2004-05-14,45.5,-73.7,3
2004-05-15,45.5,-73.7,6
2004-05-18,45.5,-73.7,4
2004-06-30,45.5,-73.7,2
2004-07-01,45.5,-73.7,12
2004-07-09,45.5,-73.7,1
2004-07-10,45.5,-73.7,3
2004-07-17,45.5,-73.7,2
2004-07-31,45.5,-73.7,2
2004-08-03,45.5,-73.7,1
2004-08-07,45.5,-73.7,2
2004-08-08,45.5,-73.7,1
2004-08-10,45.5,-73.7,11
2004-08-11,45.5,-73.7,26
2004-08-29,45.5,-73.7,3
2004-10-02,45.5,-73.7,1
2005-06-14,45.5,-73.7,5
2005-06-15,45.5,-73.7,7
2005-06-29,45.5,-73.7,1
2005-07-01,45.5,-73.7,25
2005-07-05,45.5,-73.7,4
2005-07-19,45.5,-73.7,2
2005-07-22,45.5,-73.7,10
2005-07-25,45.5,-73.7,3
2005-08-02,45.5,-73.7,12
2005-08-05,45.5,-73.7,1
2005-08-10,45.5,-73.7,6
2005-09-08,45.5,-73.7,2
2005-11-07,45.5,-73.7,1
2006-05-31,45.5,-73.7,49
2006-06-01,45.5,-73.7,13
2006-06-30,45.5,-73.7,22
2006-07-04,45.5,-73.7,25
2006-07-10,45.5,-73.7,7
2006-07-11,45.5,-73.7,1
2006-07-15,45.5,-73.7,8
2006-07-18,45.5,-73.7,14
2006-07-21,45.5,-73.7,27
2006-07-25,45.5,-73.7,9
2006-07-29,45.5,-73.7,1
2006-08-02,45.5,-73.7,32
2007-06-17,45.5,-73.7,1
2007-06-28,45.5,-73.7,5
2007-07-02,45.5,-73.7,3
2007-07-13,45.5,-73.7,6
2007-08-03,45.5,-73.7,15
2007-08-06,45.5,-73.7,8
2007-08-16,45.5,-73.7,23
2007-08-24,45.5,-73.7,2
2007-08-29,45.5,-73.7,5
2007-08-30,45.5,-73.7,1
2007-09-28,45.5,-73.7,1
2008-06-02,45.5,-73.7,1
2008-06-10,45.5,-73.7,1
2008-06-29,45.5,-73.7,2
2008-06-30,45.5,-73.7,2
2008-07-18,45.5,-73.7,26
2008-07-22,45.5,-73.7,1
2008-07-26,45.5,-73.7,4
2008-08-02,45.5,-73.7,4
2008-08-06,45.5,-73.7,1
2008-08-08,45.5,-73.7,2
2008-08-12,45.5,-73.7,5
2008-08-18,45.5,-73.7,4
2008-08-25,45.5,-73.7,1
2009-06-25,45.5,-73.7,24
2009-07-01,45.5,-73.7,57
2009-07-11,45.5,-73.7,2
2009-07-12,45.5,-73.7,6
2009-07-13,45.5,-73.7,11
2009-07-27,45.5,-73.7,27
2009-07-29,45.5,-73.7,1
2009-08-11,45.5,-73.7,3
2010-05-06,45.5,-73.7,1
2010-05-26,45.5,-73.7,4
2010-06-28,45.5,-73.7,4
2010-07-09,45.5,-73.7,60
2010-07-17,45.5,-73.7,37
2010-07-22,45.5,-73.7,9
2010-08-02,45.5,-73.7,2
2010-08-03,45.5,-73.7,3
2010-08-04,45.5,-73.7,3
2010-08-05,45.5,-73.7,1
2010-08-06,45.5,-73.7,8
2010-08-16,45.5,-73.7,17
2010-09-08,45.5,-73.7,2
2010-11-23,45.5,-73.7,1
2011-04-11,45.5,-73.7,1
2011-05-26,45.5,-73.7,1
2011-06-08,45.5,-73.7,10
2011-06-09,45.5,-73.7,4
2011-06-12,45.5,-73.7,1
2011-07-04,45.5,-73.7,9
2011-07-09,45.5,-73.7,1
2011-07-13,45.5,-73.7,5
2011-07-22,45.5,-73.7,4
2011-07-26,45.5,-73.7,4
2011-07-30,45.5,-73.7,1
2011-08-01,45.5,-73.7,26
2011-08-10,45.5,-73.7,9
2011-08-15,45.5,-73.7,3
2011-08-21,45.5,-73.7,3
2011-08-22,45.5,-73.7,3
2011-09-13,45.5,-73.7,6
2011-10-14,45.5,-73.7,1
2011-10-20,45.5,-73.7,1
2012-05-26,45.5,-73.7,6
2012-05-29,45.5,-73.7,31
2012-06-08,45.5,-73.7,1
2012-07-04,45.5,-73.7,87
2012-07-15,45.5,-73.7,2
2012-07-17,45.5,-73.7,1
2012-07-23,45.5,-73.7,13
2012-07-24,45.5,-73.7,16
2012-09-15,45.5,-73.7,1
2012-10-20,45.5,-73.7,1
2013-05-23,45.5,-73.7,2
2013-06-02,45.5,-73.7,1
2013-06-24,45.5,-73.7,4
2013-06-25,45.5,-73.7,4
2013-07-17,45.5,-73.7,24
2013-07-19,45.5,-73.7,17
2013-08-02,45.5,-73.7,1
2013-08-13,45.5,-73.7,2
2013-08-30,45.5,-73.7,4
2013-09-02,45.5,-73.7,14
2013-09-11,45.5,-73.7,2
2013-09-12,45.5,-73.7,1
2014-05-10,45.5,-73.7,2
2014-06-03,45.5,-73.7,8
2014-07-23,45.5,-73.7,11
2014-07-31,45.5,-73.7,2
2014-09-05,45.5,-73.7,7
2014-09-06,45.5,-73.7,1
2015-05-09,45.5,-73.7,2
2015-05-12,45.5,-73.7,3
2015-06-09,45.5,-73.7,1
2015-06-22,45.5,-73.7,2
2015-07-07,45.5,-73.7,1
2015-07-19,45.5,-73.7,4
2015-07-20,45.5,-73.7,2
2015-07-21,45.5,-73.7,5
2015-07-28,45.5,-73.7,47
2015-08-01,45.5,-73.7,1
2015-08-05,45.5,-73.7,2
2015-08-19,45.5,-73.7,14
2015-09-08,45.5,-73.7,1
2015-09-13,45.5,-73.7,1
2015-11-01,45.5,-73.7,1
2016-06-06,45.5,-73.7,1
2016-06-28,45.5,-73.7,4
2016-07-15,45.5,-73.7,1
2016-07-18,45.5,-73.7,19
2016-07-23,45.5,-73.7,8
2016-09-11,45.5,-73.7,2
summary
count,329
totalTimeInSeconds,1.195
