DAY,CENTERLAT,CENTERLON,FCOUNT
1987-05-28,45.7,-73.5,1
1987-05-29,45.7,-73.5,2
1987-05-30,45.7,-73.5,1
1987-06-08,45.7,-73.5,5
1987-06-09,45.7,-73.5,1
1987-07-04,45.7,-73.5,2
1987-07-14,45.7,-73.5,24
1987-07-24,45.7,-73.5,4
1987-07-26,45.7,-73.5,1
1987-08-22,45.7,-73.5,2
1988-06-20,45.7,-73.5,4
1988-06-25,45.7,-73.5,2
1988-06-26,45.7,-73.5,1
1988-06-28,45.7,-73.5,1
1988-07-10,45.7,-73.5,1
1988-07-30,45.7,-73.5,6
1988-08-03,45.7,-73.5,31
1988-08-05,45.7,-73.5,2
1988-08-06,45.7,-73.5,2
1988-08-13,45.7,-73.5,19
1988-08-14,45.7,-73.5,7
1989-07-04,45.7,-73.5,2
1989-07-27,45.7,-73.5,2
1989-09-09,45.7,-73.5,1
1990-06-15,45.7,-73.5,1
1990-06-18,45.7,-73.5,43
1990-06-23,45.7,-73.5,1
1990-06-24,45.7,-73.5,2
1990-07-17,45.7,-73.5,4
1990-08-27,45.7,-73.5,2
1990-08-29,45.7,-73.5,4
1991-06-27,45.7,-73.5,6
1991-06-28,45.7,-73.5,10
1991-08-09,45.7,-73.5,1
1991-08-26,45.7,-73.5,1
1991-08-27,45.7,-73.5,1
1991-08-28,45.7,-73.5,1
1991-08-30,45.7,-73.5,4
1991-10-10,45.7,-73.5,1
1992-07-20,45.7,-73.5,1
1992-09-09,45.7,-73.5,1
1993-05-16,45.7,-73.5,1
1993-05-21,45.7,-73.5,1
1993-07-12,45.7,-73.5,1
1993-07-20,45.7,-73.5,3
1993-07-27,45.7,-73.5,7
1993-07-29,45.7,-73.5,23
1993-08-10,45.7,-73.5,1
1993-08-11,45.7,-73.5,9
1993-08-12,45.7,-73.5,10
1993-08-16,45.7,-73.5,1
1993-08-24,45.7,-73.5,2
1993-08-31,45.7,-73.5,25
1993-09-10,45.7,-73.5,1
1993-10-01,45.7,-73.5,1
1993-10-02,45.7,-73.5,1
1994-04-27,45.7,-73.5,1
1994-06-12,45.7,-73.5,20
1994-06-19,45.7,-73.5,3
1994-06-21,45.7,-73.5,6
1994-06-29,45.7,-73.5,2
1994-07-02,45.7,-73.5,50
1994-07-09,45.7,-73.5,17
1994-07-16,45.7,-73.5,2
1994-07-19,45.7,-73.5,3
1994-07-21,45.7,-73.5,126
1994-07-22,45.7,-73.5,1
1994-07-23,45.7,-73.5,1
1994-07-26,45.7,-73.5,4
1994-08-04,45.7,-73.5,3
1994-09-09,45.7,-73.5,1
1995-04-13,45.7,-73.5,1
1995-06-18,45.7,-73.5,6
1995-06-30,45.7,-73.5,1
1995-07-06,45.7,-73.5,4
1995-07-23,45.7,-73.5,1
1996-04-21,45.7,-73.5,1
1996-05-18,45.7,-73.5,6
1996-05-19,45.7,-73.5,15
1996-05-20,45.7,-73.5,8
1996-07-08,45.7,-73.5,8
1996-07-14,45.7,-73.5,2
1996-07-31,45.7,-73.5,1
1996-08-16,45.7,-73.5,2
1997-05-01,45.7,-73.5,1
1997-06-12,45.7,-73.5,9
1997-06-25,45.7,-73.5,4
1997-07-03,45.7,-73.5,3
1998-03-30,45.7,-73.5,1
1998-05-17,45.7,-73.5,3
1998-05-20,45.7,-73.5,3
1998-05-31,45.7,-73.5,2
1998-06-17,45.7,-73.5,1
1998-06-29,45.7,-73.5,57
1998-07-09,45.7,-73.5,7
1998-07-10,45.7,-73.5,7
1998-07-16,45.7,-73.5,11
1998-07-23,45.7,-73.5,1
1998-07-29,45.7,-73.5,1
1998-08-10,45.7,-73.5,1
1998-08-11,45.7,-73.5,2
1998-08-25,45.7,-73.5,8
1998-09-12,45.7,-73.5,1
1998-09-21,45.7,-73.5,7
1999-05-05,45.7,-73.5,3
1999-06-06,45.7,-73.5,1
1999-06-07,45.7,-73.5,1
1999-06-28,45.7,-73.5,4
1999-07-02,45.7,-73.5,14
1999-07-05,45.7,-73.5,13
1999-07-06,45.7,-73.5,2
1999-07-17,45.7,-73.5,1
1999-07-23,45.7,-73.5,5
1999-08-17,45.7,-73.5,11
1999-09-21,45.7,-73.5,1
2000-03-26,45.7,-73.5,1
2000-05-07,45.7,-73.5,6
2000-05-10,45.7,-73.5,3
2000-05-24,45.7,-73.5,23
2000-06-30,45.7,-73.5,2
2000-07-18,45.7,-73.5,12
2000-08-16,45.7,-73.5,21
2000-09-02,45.7,-73.5,1
2000-09-12,45.7,-73.5,1
2001-05-18,45.7,-73.5,1
2001-05-28,45.7,-73.5,18
2001-06-03,45.7,-73.5,1
2001-06-16,45.7,-73.5,34
2001-06-27,45.7,-73.5,6
2001-06-30,45.7,-73.5,5
2001-07-01,45.7,-73.5,1
2001-07-04,45.7,-73.5,7
2001-07-09,45.7,-73.5,50
2001-07-11,45.7,-73.5,1
2001-08-09,45.7,-73.5,18
2001-08-10,45.7,-73.5,5
2001-08-20,45.7,-73.5,1
2001-08-21,45.7,-73.5,2
2001-09-04,45.7,-73.5,2
2002-04-17,45.7,-73.5,1
2002-05-31,45.7,-73.5,16
2002-06-23,45.7,-73.5,6
2002-07-04,45.7,-73.5,1
2002-07-05,45.7,-73.5,1
2002-07-17,45.7,-73.5,1
2002-07-18,45.7,-73.5,28
2002-07-29,45.7,-73.5,11
2002-08-02,45.7,-73.5,7
2002-09-03,45.7,-73.5,3
2002-09-04,45.7,-73.5,4
2003-04-15,45.7,-73.5,4
2003-06-29,45.7,-73.5,5
2003-07-24,45.7,-73.5,1
2003-08-06,45.7,-73.5,2
2003-08-27,45.7,-73.5,1
2003-11-13,45.7,-73.5,1
2004-04-19,45.7,-73.5,1
2004-05-14,45.7,-73.5,7
2004-05-18,45.7,-73.5,4
2004-06-03,45.7,-73.5,8
2004-06-28,45.7,-73.5,1
2004-06-30,45.7,-73.5,6
2004-07-01,45.7,-73.5,15
2004-07-08,45.7,-73.5,8
2004-07-17,45.7,-73.5,3
2004-07-18,45.7,-73.5,2
2004-07-31,45.7,-73.5,1
2004-08-10,45.7,-73.5,6
2004-08-11,45.7,-73.5,30
2004-08-29,45.7,-73.5,3
2005-05-29,45.7,-73.5,1
2005-06-06,45.7,-73.5,6
2005-06-15,45.7,-73.5,4
2005-06-25,45.7,-73.5,1
