DAY,CENTERLAT,CENTERLON,FCOUNT
1987-05-28,45.5,-73.5,2
1987-05-29,45.5,-73.5,1
1987-05-30,45.5,-73.5,2
1987-06-09,45.5,-73.5,1
1987-06-16,45.5,-73.5,1
1987-07-11,45.5,-73.5,8
1987-07-12,45.5,-73.5,1
1987-07-14,45.5,-73.5,21
1987-07-18,45.5,-73.5,1
1987-07-26,45.5,-73.5,8
1987-08-20,45.5,-73.5,1
1987-08-22,45.5,-73.5,5
1988-05-21,45.5,-73.5,7
1988-05-31,45.5,-73.5,3
1988-06-23,45.5,-73.5,1
1988-06-25,45.5,-73.5,1
1988-06-26,45.5,-73.5,1
1988-06-28,45.5,-73.5,1
1988-07-30,45.5,-73.5,3
1988-08-03,45.5,-73.5,20
1988-08-05,45.5,-73.5,6
1988-08-06,45.5,-73.5,8
1988-08-13,45.5,-73.5,18
1988-08-14,45.5,-73.5,1
1988-08-15,45.5,-73.5,1
1988-08-25,45.5,-73.5,1
1988-08-28,45.5,-73.5,2
1989-05-13,45.5,-73.5,1
1989-07-04,45.5,-73.5,2
1989-07-27,45.5,-73.5,1
1989-08-21,45.5,-73.5,3
1989-11-16,45.5,-73.5,1
1990-06-18,45.5,-73.5,8
1990-06-24,45.5,-73.5,3
1990-07-26,45.5,-73.5,1
1990-08-27,45.5,-73.5,8
1991-06-12,45.5,-73.5,1
1991-06-27,45.5,-73.5,7
1991-06-28,45.5,-73.5,2
1991-07-17,45.5,-73.5,1
1991-08-01,45.5,-73.5,3
1991-08-04,45.5,-73.5,1
1991-08-27,45.5,-73.5,1
1991-08-28,45.5,-73.5,2
1991-08-30,45.5,-73.5,28
1992-06-19,45.5,-73.5,3
1992-07-05,45.5,-73.5,1
1992-08-04,45.5,-73.5,2
1992-08-11,45.5,-73.5,1
1992-09-10,45.5,-73.5,3
1993-05-06,45.5,-73.5,1
1993-06-07,45.5,-73.5,1
1993-06-16,45.5,-73.5,4
1993-06-22,45.5,-73.5,1
1993-06-27,45.5,-73.5,2
1993-06-28,45.5,-73.5,2
1993-07-08,45.5,-73.5,2
1993-07-20,45.5,-73.5,3
1993-07-21,45.5,-73.5,1
1993-07-27,45.5,-73.5,7
1993-07-29,45.5,-73.5,33
1993-08-05,45.5,-73.5,1
1993-08-11,45.5,-73.5,1
1993-08-12,45.5,-73.5,1
1993-08-24,45.5,-73.5,3
1993-08-28,45.5,-73.5,1
1993-08-31,45.5,-73.5,36
1993-10-02,45.5,-73.5,1
1994-05-23,45.5,-73.5,1
1994-05-31,45.5,-73.5,1
1994-06-12,45.5,-73.5,7
1994-06-17,45.5,-73.5,28
1994-06-19,45.5,-73.5,3
1994-06-21,45.5,-73.5,1
1994-06-29,45.5,-73.5,3
1994-07-02,45.5,-73.5,6
1994-07-09,45.5,-73.5,12
1994-07-16,45.5,-73.5,1
1994-07-21,45.5,-73.5,187
1994-07-25,45.5,-73.5,1
1994-07-26,45.5,-73.5,17
1994-08-04,45.5,-73.5,4
1994-08-05,45.5,-73.5,1
1994-08-13,45.5,-73.5,1
1994-08-20,45.5,-73.5,10
1994-08-28,45.5,-73.5,1
1995-06-18,45.5,-73.5,7
1995-07-06,45.5,-73.5,24
1995-07-07,45.5,-73.5,1
1995-07-18,45.5,-73.5,1
1995-07-23,45.5,-73.5,2
1995-08-15,45.5,-73.5,2
1996-04-21,45.5,-73.5,1
1996-04-30,45.5,-73.5,1
1996-05-19,45.5,-73.5,5
1996-06-04,45.5,-73.5,1
1996-06-11,45.5,-73.5,6
1996-06-13,45.5,-73.5,1
1996-07-14,45.5,-73.5,2
1996-07-16,45.5,-73.5,10
1996-07-23,45.5,-73.5,11
1996-07-25,45.5,-73.5,1
1996-08-16,45.5,-73.5,3
1997-05-01,45.5,-73.5,1
1997-05-15,45.5,-73.5,1
1997-06-12,45.5,-73.5,1
1997-06-25,45.5,-73.5,6
1997-07-03,45.5,-73.5,13
1997-07-11,45.5,-73.5,1
1997-07-16,45.5,-73.5,1
1997-07-28,45.5,-73.5,1
1997-08-16,45.5,-73.5,1
1997-08-22,45.5,-73.5,1
1997-09-30,45.5,-73.5,3
1998-01-09,45.5,-73.5,3
1998-05-17,45.5,-73.5,1
1998-05-20,45.5,-73.5,15
1998-05-31,45.5,-73.5,1
1998-06-03,45.5,-73.5,2
1998-06-24,45.5,-73.5,10
1998-06-29,45.5,-73.5,13
1998-07-09,45.5,-73.5,4
1998-07-10,45.5,-73.5,1
1998-07-16,45.5,-73.5,17
1998-07-17,45.5,-73.5,24
1998-07-20,45.5,-73.5,11
1998-07-23,45.5,-73.5,1
1998-08-11,45.5,-73.5,2
1998-08-15,45.5,-73.5,10
1998-08-24,45.5,-73.5,1
1998-08-25,45.5,-73.5,21
1998-09-07,45.5,-73.5,1
1998-09-27,45.5,-73.5,2
1999-06-03,45.5,-73.5,3
1999-06-07,45.5,-73.5,1
1999-06-28,45.5,-73.5,2
1999-07-02,45.5,-73.5,8
1999-07-05,45.5,-73.5,18
1999-07-06,45.5,-73.5,16
1999-07-07,45.5,-73.5,3
1999-07-18,45.5,-73.5,2
