DAY,CENTERLAT,CENTERLON,FCOUNT
1987-07-15,42.1,-83.7,1
1987-09-15,42.1,-83.7,1
1988-06-23,42.1,-83.7,5
1988-07-23,42.1,-83.7,12
1988-07-30,42.1,-83.7,5
1988-07-31,42.1,-83.7,1
1988-08-02,42.1,-83.7,1
1988-08-10,42.1,-83.7,1
1988-08-11,42.1,-83.7,8
1988-08-15,42.1,-83.7,23
1988-08-18,42.1,-83.7,13
1988-09-17,42.1,-83.7,1
1988-09-23,42.1,-83.7,5
1988-10-02,42.1,-83.7,1
1989-01-08,42.1,-83.7,4
1989-04-17,42.1,-83.7,1
1989-05-25,42.1,-83.7,26
1989-05-31,42.1,-83.7,41
1989-06-01,42.1,-83.7,10
1989-06-03,42.1,-83.7,2
1989-06-09,42.1,-83.7,35
1989-06-18,42.1,-83.7,2
1989-06-19,42.1,-83.7,26
1989-06-27,42.1,-83.7,3
1989-07-20,42.1,-83.7,14
1989-07-23,42.1,-83.7,5
1989-07-25,42.1,-83.7,36
1989-07-26,42.1,-83.7,30
1989-07-27,42.1,-83.7,6
1989-08-04,42.1,-83.7,2
1989-08-09,42.1,-83.7,1
1989-08-11,42.1,-83.7,39
1989-08-12,42.1,-83.7,1
1989-11-06,42.1,-83.7,1
1989-11-15,42.1,-83.7,3
1990-05-15,42.1,-83.7,1
1990-06-03,42.1,-83.7,6
1990-06-14,42.1,-83.7,1
1990-07-09,42.1,-83.7,1
1990-07-18,42.1,-83.7,4
1990-07-19,42.1,-83.7,1
1990-07-29,42.1,-83.7,1
1990-08-11,42.1,-83.7,2
1990-08-12,42.1,-83.7,1
1990-08-19,42.1,-83.7,14
1990-08-28,42.1,-83.7,5
1990-09-07,42.1,-83.7,40
1990-09-14,42.1,-83.7,2
1991-04-09,42.1,-83.7,8
1991-04-27,42.1,-83.7,1
1991-05-13,42.1,-83.7,41
1991-05-17,42.1,-83.7,10
1991-05-24,42.1,-83.7,1
1991-05-26,42.1,-83.7,3
1991-05-30,42.1,-83.7,1
1991-06-01,42.1,-83.7,4
1991-06-02,42.1,-83.7,1
1991-06-10,42.1,-83.7,2
1991-06-15,42.1,-83.7,8
1991-06-16,42.1,-83.7,5
1991-07-03,42.1,-83.7,5
1991-07-08,42.1,-83.7,23
1991-08-03,42.1,-83.7,1
1991-08-15,42.1,-83.7,7
1991-08-17,42.1,-83.7,7
1991-08-19,42.1,-83.7,2
1991-08-20,42.1,-83.7,2
1991-08-30,42.1,-83.7,2
1991-08-31,42.1,-83.7,3
1991-09-10,42.1,-83.7,1
1991-10-24,42.1,-83.7,9
1992-01-14,42.1,-83.7,1
1992-03-07,42.1,-83.7,2
1992-04-16,42.1,-83.7,13
1992-04-21,42.1,-83.7,1
1992-04-24,42.1,-83.7,2
1992-05-23,42.1,-83.7,2
1992-06-18,42.1,-83.7,53
1992-07-03,42.1,-83.7,5
1992-07-05,42.1,-83.7,11
1992-07-14,42.1,-83.7,7
1992-07-16,42.1,-83.7,8
1992-07-23,42.1,-83.7,1
1992-08-11,42.1,-83.7,11
1992-08-26,42.1,-83.7,6
1992-09-03,42.1,-83.7,12
1992-09-07,42.1,-83.7,2
1992-09-09,42.1,-83.7,1
1992-09-10,42.1,-83.7,11
1992-09-15,42.1,-83.7,29
1992-09-16,42.1,-83.7,7
1992-09-18,42.1,-83.7,6
1992-10-09,42.1,-83.7,6
1992-10-14,42.1,-83.7,6
1992-10-15,42.1,-83.7,5
1992-12-16,42.1,-83.7,1
1993-04-11,42.1,-83.7,1
1993-05-04,42.1,-83.7,3
1993-05-05,42.1,-83.7,1
1993-06-08,42.1,-83.7,9
1993-06-14,42.1,-83.7,3
1993-06-19,42.1,-83.7,6
1993-06-21,42.1,-83.7,1
1993-06-25,42.1,-83.7,1
1993-06-27,42.1,-83.7,1
1993-07-03,42.1,-83.7,1
1993-07-09,42.1,-83.7,20
1993-07-11,42.1,-83.7,13
1993-07-14,42.1,-83.7,17
1993-07-25,42.1,-83.7,37
1993-07-26,42.1,-83.7,1
1993-08-26,42.1,-83.7,20
1993-08-30,42.1,-83.7,7
1993-09-10,42.1,-83.7,1
1993-09-12,42.1,-83.7,2
1993-10-01,42.1,-83.7,4
1994-03-21,42.1,-83.7,7
1994-04-13,42.1,-83.7,1
1994-04-15,42.1,-83.7,14
1994-04-27,42.1,-83.7,24
1994-05-25,42.1,-83.7,3
1994-06-13,42.1,-83.7,56
1994-06-14,42.1,-83.7,13
1994-06-16,42.1,-83.7,4
1994-06-20,42.1,-83.7,8
1994-06-24,42.1,-83.7,3
1994-06-28,42.1,-83.7,3
1994-07-05,42.1,-83.7,2
1994-07-06,42.1,-83.7,106
1994-07-07,42.1,-83.7,1
1994-07-08,42.1,-83.7,2
1994-07-09,42.1,-83.7,5
1994-07-13,42.1,-83.7,2
1994-07-20,42.1,-83.7,3
1994-07-22,42.1,-83.7,2
1994-07-24,42.1,-83.7,1
1994-08-13,42.1,-83.7,5
1994-08-14,42.1,-83.7,34
1994-08-28,42.1,-83.7,1
1994-09-06,42.1,-83.7,1
1994-09-08,42.1,-83.7,8
1994-09-25,42.1,-83.7,3
1994-10-01,42.1,-83.7,5
1994-11-28,42.1,-83.7,1
1995-05-05,42.1,-83.7,1
1995-05-10,42.1,-83.7,15
1995-05-28,42.1,-83.7,1
1995-06-23,42.1,-83.7,6
1995-06-26,42.1,-83.7,4
1995-06-27,42.1,-83.7,16
1995-06-28,42.1,-83.7,4
1995-06-30,42.1,-83.7,9
1995-07-04,42.1,-83.7,4
1995-07-10,42.1,-83.7,7
1995-07-13,42.1,-83.7,32
1995-07-14,42.1,-83.7,1
1995-07-15,42.1,-83.7,1
1995-07-16,42.1,-83.7,1
1995-07-24,42.1,-83.7,2
1995-07-28,42.1,-83.7,2
1995-08-01,42.1,-83.7,92
1995-08-03,42.1,-83.7,95
1995-08-13,42.1,-83.7,5
1995-08-17,42.1,-83.7,1
1995-10-27,42.1,-83.7,2
1996-03-05,42.1,-83.7,1
1996-04-12,42.1,-83.7,5
1996-04-19,42.1,-83.7,1
1996-04-20,42.1,-83.7,36
1996-05-01,42.1,-83.7,1
1996-05-09,42.1,-83.7,60
1996-06-11,42.1,-83.7,18
1996-06-18,42.1,-83.7,2
1996-06-24,42.1,-83.7,13
1996-07-24,42.1,-83.7,8
1996-07-30,42.1,-83.7,7
1996-08-20,42.1,-83.7,7
1996-09-11,42.1,-83.7,6
1996-10-30,42.1,-83.7,1
1997-05-05,42.1,-83.7,4
1997-05-09,42.1,-83.7,1
1997-05-19,42.1,-83.7,2
1997-06-20,42.1,-83.7,1
1997-06-21,42.1,-83.7,2
1997-06-25,42.1,-83.7,1
1997-06-30,42.1,-83.7,2
1997-07-02,42.1,-83.7,1
1997-07-15,42.1,-83.7,2
1997-07-18,42.1,-83.7,1
1997-07-21,42.1,-83.7,7
1997-07-26,42.1,-83.7,28
1997-08-15,42.1,-83.7,3
1997-08-16,42.1,-83.7,27
1997-08-17,42.1,-83.7,6
1997-09-19,42.1,-83.7,5
1998-05-01,42.1,-83.7,1
1998-05-31,42.1,-83.7,3
1998-06-12,42.1,-83.7,2
1998-06-24,42.1,-83.7,60
1998-06-27,42.1,-83.7,9
1998-06-28,42.1,-83.7,6
1998-06-30,42.1,-83.7,13
1998-07-19,42.1,-83.7,3
1998-07-21,42.1,-83.7,20
1998-07-22,42.1,-83.7,1
1998-08-06,42.1,-83.7,5
1998-08-10,42.1,-83.7,3
1998-08-15,42.1,-83.7,3
1998-08-21,42.1,-83.7,1
1998-08-24,42.1,-83.7,3
1998-08-25,42.1,-83.7,1
1998-09-02,42.1,-83.7,1
1998-09-07,42.1,-83.7,16
1998-09-21,42.1,-83.7,1
1999-01-18,42.1,-83.7,3
1999-04-22,42.1,-83.7,5
1999-05-12,42.1,-83.7,1
1999-05-18,42.1,-83.7,29
1999-06-09,42.1,-83.7,32
1999-06-12,42.1,-83.7,19
1999-06-13,42.1,-83.7,42
1999-06-14,42.1,-83.7,1
1999-06-29,42.1,-83.7,7
1999-07-03,42.1,-83.7,1
1999-07-09,42.1,-83.7,1
1999-07-17,42.1,-83.7,1
1999-07-21,42.1,-83.7,2
1999-07-23,42.1,-83.7,213
1999-07-29,42.1,-83.7,1
1999-07-31,42.1,-83.7,8
1999-08-26,42.1,-83.7,1
1999-09-06,42.1,-83.7,3
1999-09-24,42.1,-83.7,5
1999-09-29,42.1,-83.7,3
1999-10-13,42.1,-83.7,17
1999-11-11,42.1,-83.7,1
2000-04-20,42.1,-83.7,44
2000-05-10,42.1,-83.7,11
2000-05-11,42.1,-83.7,1
2000-05-12,42.1,-83.7,3
2000-05-18,42.1,-83.7,7
2000-06-14,42.1,-83.7,11
2000-06-24,42.1,-83.7,1
2000-06-29,42.1,-83.7,20
2000-07-14,42.1,-83.7,2
2000-07-28,42.1,-83.7,103
2000-07-29,42.1,-83.7,48
2000-07-31,42.1,-83.7,1
2000-08-03,42.1,-83.7,2
2000-08-07,42.1,-83.7,1
2000-08-15,42.1,-83.7,1
2000-08-23,42.1,-83.7,1
2000-08-26,42.1,-83.7,1
2000-09-08,42.1,-83.7,1
2000-09-10,42.1,-83.7,1
2000-09-11,42.1,-83.7,28
2000-09-12,42.1,-83.7,2
2000-10-04,42.1,-83.7,11
2001-02-09,42.1,-83.7,4
2001-04-12,42.1,-83.7,3
2001-04-21,42.1,-83.7,3
2001-05-15,42.1,-83.7,5
2001-05-16,42.1,-83.7,7
2001-05-25,42.1,-83.7,7
2001-06-02,42.1,-83.7,6
2001-06-15,42.1,-83.7,5
2001-06-20,42.1,-83.7,2
2001-07-30,42.1,-83.7,45
2001-08-19,42.1,-83.7,4
2001-08-22,42.1,-83.7,1
2001-09-08,42.1,-83.7,3
2001-09-09,42.1,-83.7,1
2001-09-21,42.1,-83.7,2
2001-11-15,42.1,-83.7,1
2002-04-12,42.1,-83.7,2
2002-04-18,42.1,-83.7,1
2002-04-19,42.1,-83.7,2
2002-05-12,42.1,-83.7,5
2002-05-24,42.1,-83.7,1
2002-05-25,42.1,-83.7,2
2002-05-31,42.1,-83.7,1
2002-06-03,42.1,-83.7,2
2002-06-04,42.1,-83.7,1
2002-06-05,42.1,-83.7,1
2002-06-14,42.1,-83.7,1
2002-06-21,42.1,-83.7,86
2002-06-22,42.1,-83.7,24
2002-06-26,42.1,-83.7,1
2002-07-21,42.1,-83.7,63
2002-07-22,42.1,-83.7,31
2002-07-26,42.1,-83.7,13
2002-07-28,42.1,-83.7,41
2002-08-04,42.1,-83.7,121
2002-08-05,42.1,-83.7,4
2002-08-12,42.1,-83.7,11
2002-09-19,42.1,-83.7,62
2002-09-20,42.1,-83.7,3
2002-11-10,42.1,-83.7,17
2003-03-08,42.1,-83.7,8
2003-03-21,42.1,-83.7,6
2003-03-28,42.1,-83.7,1
2003-03-29,42.1,-83.7,1
2003-04-17,42.1,-83.7,1
2003-04-20,42.1,-83.7,2
2003-04-30,42.1,-83.7,10
2003-05-01,42.1,-83.7,27
2003-05-10,42.1,-83.7,33
2003-06-28,42.1,-83.7,3
2003-07-04,42.1,-83.7,6
2003-07-06,42.1,-83.7,11
2003-07-07,42.1,-83.7,11
2003-07-08,42.1,-83.7,6
2003-07-21,42.1,-83.7,32
2003-08-01,42.1,-83.7,22
2003-08-04,42.1,-83.7,8
2003-08-08,42.1,-83.7,27
2003-08-09,42.1,-83.7,2
2003-08-11,42.1,-83.7,4
2003-08-12,42.1,-83.7,1
2003-08-15,42.1,-83.7,36
2003-08-22,42.1,-83.7,52
2003-08-26,42.1,-83.7,61
2003-08-27,42.1,-83.7,7
2003-08-29,42.1,-83.7,1
2003-09-24,42.1,-83.7,22
2003-09-25,42.1,-83.7,5
2003-09-27,42.1,-83.7,2
2004-03-20,42.1,-83.7,7
2004-04-21,42.1,-83.7,3
2004-05-01,42.1,-83.7,3
2004-05-07,42.1,-83.7,3
2004-05-10,42.1,-83.7,34
2004-05-12,42.1,-83.7,1
2004-05-13,42.1,-83.7,9
2004-05-17,42.1,-83.7,13
2004-05-21,42.1,-83.7,66
2004-05-22,42.1,-83.7,5
2004-05-23,42.1,-83.7,10
2004-05-24,42.1,-83.7,9
2004-06-01,42.1,-83.7,1
2004-06-09,42.1,-83.7,1
2004-06-14,42.1,-83.7,8
2004-06-17,42.1,-83.7,42
2004-06-24,42.1,-83.7,1
2004-07-04,42.1,-83.7,3
2004-07-07,42.1,-83.7,6
2004-07-16,42.1,-83.7,1
2004-07-18,42.1,-83.7,14
2004-07-22,42.1,-83.7,1
2004-08-03,42.1,-83.7,26
2004-08-04,42.1,-83.7,7
2004-08-15,42.1,-83.7,4
2004-08-18,42.1,-83.7,1
2004-08-23,42.1,-83.7,22
2004-08-26,42.1,-83.7,8
2004-08-28,42.1,-83.7,31
2004-09-03,42.1,-83.7,7
2004-10-29,42.1,-83.7,27
2005-04-20,42.1,-83.7,4
2005-05-11,42.1,-83.7,2
2005-05-13,42.1,-83.7,24
2005-05-14,42.1,-83.7,1
2005-05-23,42.1,-83.7,5
2005-06-05,42.1,-83.7,3
2005-06-10,42.1,-83.7,1
2005-06-11,42.1,-83.7,6
2005-06-21,42.1,-83.7,2
2005-06-29,42.1,-83.7,11
2005-06-30,42.1,-83.7,5
2005-07-04,42.1,-83.7,1
2005-07-05,42.1,-83.7,20
2005-07-08,42.1,-83.7,5
2005-07-15,42.1,-83.7,16
2005-07-16,42.1,-83.7,1
2005-07-18,42.1,-83.7,20
2005-07-20,42.1,-83.7,2
2005-07-21,42.1,-83.7,3
2005-07-24,42.1,-83.7,3
2005-07-26,42.1,-83.7,29
2005-08-10,42.1,-83.7,2
2005-08-20,42.1,-83.7,1
2005-09-22,42.1,-83.7,4
2005-09-23,42.1,-83.7,3
2005-09-25,42.1,-83.7,1
2005-11-09,42.1,-83.7,6
2005-11-15,42.1,-83.7,1
2006-03-13,42.1,-83.7,6
2006-04-01,42.1,-83.7,8
2006-04-03,42.1,-83.7,1
2006-04-12,42.1,-83.7,3
2006-04-23,42.1,-83.7,1
2006-05-25,42.1,-83.7,14
2006-05-29,42.1,-83.7,1
2006-05-30,42.1,-83.7,10
2006-06-03,42.1,-83.7,1
2006-06-07,42.1,-83.7,1
2006-06-19,42.1,-83.7,20
2006-06-21,42.1,-83.7,70
2006-06-22,42.1,-83.7,20
2006-06-27,42.1,-83.7,1
2006-06-28,42.1,-83.7,2
2006-07-04,42.1,-83.7,5
2006-07-14,42.1,-83.7,4
2006-07-18,42.1,-83.7,2
2006-07-26,42.1,-83.7,1
2006-07-30,42.1,-83.7,1
2006-08-03,42.1,-83.7,11
2006-08-24,42.1,-83.7,2
2006-09-05,42.1,-83.7,7
2006-09-09,42.1,-83.7,1
2006-10-02,42.1,-83.7,2
2006-10-04,42.1,-83.7,3
2006-10-11,42.1,-83.7,2
2007-03-01,42.1,-83.7,2
2007-03-27,42.1,-83.7,11
2007-04-03,42.1,-83.7,3
2007-05-01,42.1,-83.7,5
2007-05-09,42.1,-83.7,10
2007-05-15,42.1,-83.7,28
2007-06-02,42.1,-83.7,2
2007-06-03,42.1,-83.7,6
2007-06-08,42.1,-83.7,1
2007-06-19,42.1,-83.7,1
2007-06-27,42.1,-83.7,36
2007-07-05,42.1,-83.7,15
2007-07-06,42.1,-83.7,1
2007-07-19,42.1,-83.7,1
2007-07-27,42.1,-83.7,47
2007-08-07,42.1,-83.7,19
2007-08-09,42.1,-83.7,7
2007-08-22,42.1,-83.7,9
2007-08-23,42.1,-83.7,15
2007-08-24,42.1,-83.7,18
2007-09-07,42.1,-83.7,9
2007-09-26,42.1,-83.7,1
2008-04-11,42.1,-83.7,1
2008-05-02,42.1,-83.7,1
2008-06-07,42.1,-83.7,6
2008-06-08,42.1,-83.7,22
2008-06-10,42.1,-83.7,11
2008-06-13,42.1,-83.7,5
2008-06-21,42.1,-83.7,3
2008-06-23,42.1,-83.7,4
2008-06-26,42.1,-83.7,1
2008-06-28,42.1,-83.7,9
2008-07-02,42.1,-83.7,13
2008-07-03,42.1,-83.7,8
2008-07-12,42.1,-83.7,7
2008-08-07,42.1,-83.7,3
2008-09-03,42.1,-83.7,8
2008-11-03,42.1,-83.7,3
2009-03-29,42.1,-83.7,1
2009-05-14,42.1,-83.7,16
2009-05-16,42.1,-83.7,10
2009-05-27,42.1,-83.7,13
2009-06-07,42.1,-83.7,1
2009-06-19,42.1,-83.7,3
2009-06-20,42.1,-83.7,4
2009-06-25,42.1,-83.7,40
2009-07-11,42.1,-83.7,23
2009-07-24,42.1,-83.7,5
2009-08-09,42.1,-83.7,1
2009-09-28,42.1,-83.7,2
2010-04-07,42.1,-83.7,3
2010-05-01,42.1,-83.7,11
2010-05-02,42.1,-83.7,1
2010-05-07,42.1,-83.7,23
2010-05-21,42.1,-83.7,1
2010-05-31,42.1,-83.7,5
2010-06-02,42.1,-83.7,13
2010-06-06,42.1,-83.7,2
2010-06-19,42.1,-83.7,2
2010-06-22,42.1,-83.7,8
2010-06-23,42.1,-83.7,6
2010-06-24,42.1,-83.7,134
2010-06-27,42.1,-83.7,4
2010-07-12,42.1,-83.7,2
2010-07-13,42.1,-83.7,100
2010-07-20,42.1,-83.7,1
2010-07-23,42.1,-83.7,10
2010-07-24,42.1,-83.7,5
2010-07-25,42.1,-83.7,3
2010-09-02,42.1,-83.7,8
2010-09-16,42.1,-83.7,8
2010-09-22,42.1,-83.7,21
2011-02-28,42.1,-83.7,1
2011-03-21,42.1,-83.7,3
2011-04-03,42.1,-83.7,2
2011-04-20,42.1,-83.7,9
2011-04-23,42.1,-83.7,1
2011-05-10,42.1,-83.7,2
2011-05-23,42.1,-83.7,1
2011-05-24,42.1,-83.7,1
2011-05-25,42.1,-83.7,15
2011-05-26,42.1,-83.7,3
2011-06-10,42.1,-83.7,4
2011-06-21,42.1,-83.7,4
2011-07-03,42.1,-83.7,6
2011-07-08,42.1,-83.7,6
2011-07-11,42.1,-83.7,3
2011-07-18,42.1,-83.7,12
2011-07-23,42.1,-83.7,16
2011-07-28,42.1,-83.7,59
2011-07-29,42.1,-83.7,25
2011-08-09,42.1,-83.7,34
2011-08-13,42.1,-83.7,3
2011-08-24,42.1,-83.7,1
2011-08-25,42.1,-83.7,45
2011-09-04,42.1,-83.7,27
2012-03-13,42.1,-83.7,1
2012-03-15,42.1,-83.7,72
2012-03-30,42.1,-83.7,35
2012-04-15,42.1,-83.7,8
2012-04-30,42.1,-83.7,2
2012-05-29,42.1,-83.7,1
2012-06-18,42.1,-83.7,16
2012-07-03,42.1,-83.7,1
2012-07-05,42.1,-83.7,8
2012-07-08,42.1,-83.7,1
2012-07-27,42.1,-83.7,5
2012-09-20,42.1,-83.7,6
2012-10-18,42.1,-83.7,1
2013-04-10,42.1,-83.7,12
2013-04-11,42.1,-83.7,1
2013-04-17,42.1,-83.7,23
2013-04-18,42.1,-83.7,6
2013-05-08,42.1,-83.7,2
2013-05-22,42.1,-83.7,1
2013-05-30,42.1,-83.7,2
2013-05-31,42.1,-83.7,1
2013-06-13,42.1,-83.7,3
2013-06-22,42.1,-83.7,22
2013-06-25,42.1,-83.7,14
2013-06-26,42.1,-83.7,4
2013-06-27,42.1,-83.7,48
2013-06-28,42.1,-83.7,11
2013-07-08,42.1,-83.7,10
2013-07-09,42.1,-83.7,3
2013-07-10,42.1,-83.7,33
2013-07-16,42.1,-83.7,1
2013-07-19,42.1,-83.7,13
2013-07-20,42.1,-83.7,109
2013-07-23,42.1,-83.7,7
2013-08-12,42.1,-83.7,1
2013-08-13,42.1,-83.7,26
2013-08-27,42.1,-83.7,6
2013-08-31,42.1,-83.7,50
2013-09-11,42.1,-83.7,1
2013-09-20,42.1,-83.7,13
2013-10-31,42.1,-83.7,3
2013-11-17,42.1,-83.7,6
2014-02-20,42.1,-83.7,1
2014-05-07,42.1,-83.7,3
2014-05-12,42.1,-83.7,66
2014-05-13,42.1,-83.7,3
2014-05-21,42.1,-83.7,2
2014-05-27,42.1,-83.7,2
2014-06-02,42.1,-83.7,1
2014-06-18,42.1,-83.7,33
2014-06-24,42.1,-83.7,4
2014-06-28,42.1,-83.7,2
2014-07-01,42.1,-83.7,7
2014-07-07,42.1,-83.7,2
2014-07-27,42.1,-83.7,2
2014-08-11,42.1,-83.7,3
2014-08-12,42.1,-83.7,3
2014-08-19,42.1,-83.7,7
2014-08-26,42.1,-83.7,3
2014-09-05,42.1,-83.7,2
2014-09-06,42.1,-83.7,1
2014-09-20,42.1,-83.7,1
2014-10-28,42.1,-83.7,1
2015-05-11,42.1,-83.7,6
2015-05-30,42.1,-83.7,1
2015-06-13,42.1,-83.7,1
2015-06-14,42.1,-83.7,11
2015-06-23,42.1,-83.7,110
2015-06-30,42.1,-83.7,6
2015-07-14,42.1,-83.7,38
2015-07-19,42.1,-83.7,3
2015-07-29,42.1,-83.7,5
2015-08-03,42.1,-83.7,8
2015-08-15,42.1,-83.7,30
2015-08-17,42.1,-83.7,7
2015-09-02,42.1,-83.7,17
2015-09-03,42.1,-83.7,18
2015-09-04,42.1,-83.7,3
2015-09-05,42.1,-83.7,9
2015-09-19,42.1,-83.7,11
2016-02-02,42.1,-83.7,1
2016-03-28,42.1,-83.7,4
2016-04-22,42.1,-83.7,1
2016-04-26,42.1,-83.7,5
2016-05-04,42.1,-83.7,1
2016-05-12,42.1,-83.7,4
2016-06-05,42.1,-83.7,3
2016-06-16,42.1,-83.7,77
2016-06-21,42.1,-83.7,12
2016-06-26,42.1,-83.7,4
2016-07-08,42.1,-83.7,9
2016-07-13,42.1,-83.7,5
2016-07-14,42.1,-83.7,1
2016-07-21,42.1,-83.7,2
2016-07-25,42.1,-83.7,5
