DAY,CENTERLAT,CENTERLON,FCOUNT
1987-04-23,45.4,-73.8,1
1987-06-08,45.4,-73.8,1
1987-07-11,45.4,-73.8,2
1987-07-13,45.4,-73.8,5
1987-07-14,45.4,-73.8,20
1987-07-18,45.4,-73.8,31
1987-07-26,45.4,-73.8,4
1987-08-20,45.4,-73.8,1
1987-08-22,45.4,-73.8,1
1988-06-23,45.4,-73.8,15
1988-06-26,45.4,-73.8,1
1988-07-26,45.4,-73.8,2
1988-07-30,45.4,-73.8,3
1988-08-03,45.4,-73.8,8
1988-08-05,45.4,-73.8,8
1988-08-06,45.4,-73.8,29
1988-08-13,45.4,-73.8,3
1988-08-14,45.4,-73.8,4
1988-08-25,45.4,-73.8,1
1988-08-28,45.4,-73.8,1
1988-09-18,45.4,-73.8,2
1989-03-28,45.4,-73.8,2
1989-08-06,45.4,-73.8,1
1989-08-21,45.4,-73.8,3
1990-06-10,45.4,-73.8,5
1990-06-18,45.4,-73.8,4
1990-06-24,45.4,-73.8,1
1990-08-28,45.4,-73.8,1
1990-09-29,45.4,-73.8,3
1991-06-27,45.4,-73.8,5
1991-06-28,45.4,-73.8,16
1991-08-01,45.4,-73.8,12
1991-08-28,45.4,-73.8,2
1991-08-30,45.4,-73.8,5
1991-08-31,45.4,-73.8,1
1991-10-09,45.4,-73.8,2
1992-06-13,45.4,-73.8,1
1992-06-19,45.4,-73.8,2
1992-08-04,45.4,-73.8,1
1992-08-09,45.4,-73.8,1
1992-09-10,45.4,-73.8,4
1993-06-10,45.4,-73.8,1
1993-06-15,45.4,-73.8,2
1993-06-16,45.4,-73.8,3
1993-06-22,45.4,-73.8,1
1993-06-28,45.4,-73.8,3
1993-07-03,45.4,-73.8,1
1993-07-20,45.4,-73.8,2
1993-07-27,45.4,-73.8,3
1993-07-29,45.4,-73.8,1
1993-08-10,45.4,-73.8,2
1993-08-12,45.4,-73.8,2
1993-08-14,45.4,-73.8,4
1993-08-16,45.4,-73.8,1
1993-08-31,45.4,-73.8,12
1994-06-12,45.4,-73.8,8
1994-06-19,45.4,-73.8,11
1994-06-29,45.4,-73.8,39
1994-07-02,45.4,-73.8,49
1994-07-09,45.4,-73.8,29
1994-07-16,45.4,-73.8,1
1994-07-19,45.4,-73.8,1
1994-07-21,45.4,-73.8,77
1994-07-26,45.4,-73.8,9
1994-07-30,45.4,-73.8,1
1994-08-20,45.4,-73.8,1
1994-08-25,45.4,-73.8,1
1994-09-07,45.4,-73.8,2
1994-09-29,45.4,-73.8,2
1995-06-30,45.4,-73.8,5
1995-07-06,45.4,-73.8,11
1995-07-07,45.4,-73.8,1
1995-07-23,45.4,-73.8,7
1996-04-21,45.4,-73.8,1
1996-05-18,45.4,-73.8,4
1996-05-19,45.4,-73.8,1
1996-05-20,45.4,-73.8,1
1996-06-10,45.4,-73.8,1
1996-06-11,45.4,-73.8,36
1996-06-30,45.4,-73.8,1
1996-07-16,45.4,-73.8,7
1996-08-01,45.4,-73.8,1
1996-08-16,45.4,-73.8,1
1997-05-01,45.4,-73.8,1
1997-06-21,45.4,-73.8,1
1997-07-03,45.4,-73.8,9
1997-07-15,45.4,-73.8,1
1997-08-16,45.4,-73.8,2
1998-05-20,45.4,-73.8,32
1998-05-31,45.4,-73.8,11
1998-06-03,45.4,-73.8,2
1998-06-18,45.4,-73.8,1
1998-06-24,45.4,-73.8,10
1998-06-26,45.4,-73.8,3
1998-06-29,45.4,-73.8,13
1998-07-09,45.4,-73.8,5
1998-07-17,45.4,-73.8,4
1998-07-23,45.4,-73.8,1
1998-07-29,45.4,-73.8,2
1998-08-11,45.4,-73.8,1
1998-08-15,45.4,-73.8,1
1998-08-24,45.4,-73.8,11
1998-08-25,45.4,-73.8,6
1998-09-27,45.4,-73.8,4
1998-09-28,45.4,-73.8,1
1999-05-05,45.4,-73.8,1
1999-06-03,45.4,-73.8,2
1999-06-06,45.4,-73.8,22
1999-07-02,45.4,-73.8,12
1999-07-05,45.4,-73.8,35
1999-07-07,45.4,-73.8,5
1999-07-30,45.4,-73.8,1
1999-09-10,45.4,-73.8,1
1999-09-21,45.4,-73.8,2
2000-05-07,45.4,-73.8,2
2000-05-09,45.4,-73.8,1
2000-05-10,45.4,-73.8,1
2000-05-13,45.4,-73.8,1
2000-05-24,45.4,-73.8,1
2000-06-15,45.4,-73.8,1
2000-07-01,45.4,-73.8,9
2000-07-18,45.4,-73.8,1
2000-07-29,45.4,-73.8,3
2000-08-07,45.4,-73.8,10
2000-08-16,45.4,-73.8,19
2000-08-27,45.4,-73.8,4
2001-05-18,45.4,-73.8,2
2001-05-28,45.4,-73.8,2
2001-06-16,45.4,-73.8,1
2001-07-01,45.4,-73.8,1
2001-07-04,45.4,-73.8,3
2001-07-09,45.4,-73.8,1
2001-07-10,45.4,-73.8,2
2001-07-24,45.4,-73.8,1
2001-08-20,45.4,-73.8,2
2001-08-21,45.4,-73.8,1
2001-08-27,45.4,-73.8,2
2001-09-08,45.4,-73.8,7
2002-04-17,45.4,-73.8,3
2002-05-30,45.4,-73.8,2
2002-05-31,45.4,-73.8,9
2002-06-01,45.4,-73.8,5
2002-06-23,45.4,-73.8,2
2002-07-18,45.4,-73.8,2
2002-08-14,45.4,-73.8,1
2002-09-04,45.4,-73.8,1
2003-04-15,45.4,-73.8,8
2003-06-06,45.4,-73.8,4
2003-06-30,45.4,-73.8,2
2003-07-24,45.4,-73.8,1
2003-08-04,45.4,-73.8,2
2003-08-06,45.4,-73.8,3
2003-08-22,45.4,-73.8,1
2003-08-29,45.4,-73.8,1
2003-09-28,45.4,-73.8,1
2003-10-02,45.4,-73.8,1
2003-10-21,45.4,-73.8,2
