DAY,CENTERLAT,CENTERLON,FCOUNT
1987-05-29,45.6,-73.6,1
1987-06-08,45.6,-73.6,6
1987-07-11,45.6,-73.6,1
1987-07-14,45.6,-73.6,51
1987-07-18,45.6,-73.6,2
1987-07-24,45.6,-73.6,7
1987-07-26,45.6,-73.6,8
1987-08-20,45.6,-73.6,1
1988-05-21,45.6,-73.6,3
1988-05-31,45.6,-73.6,9
1988-06-23,45.6,-73.6,1
1988-06-25,45.6,-73.6,4
1988-07-26,45.6,-73.6,1
1988-07-30,45.6,-73.6,7
1988-08-03,45.6,-73.6,35
1988-08-05,45.6,-73.6,2
1988-08-06,45.6,-73.6,2
1988-08-13,45.6,-73.6,5
1988-09-14,45.6,-73.6,1
1989-07-11,45.6,-73.6,1
1989-08-21,45.6,-73.6,1
1989-09-09,45.6,-73.6,4
1989-10-12,45.6,-73.6,1
1990-06-18,45.6,-73.6,21
1990-06-23,45.6,-73.6,1
1990-07-04,45.6,-73.6,1
1990-07-17,45.6,-73.6,6
1990-08-18,45.6,-73.6,1
1990-08-27,45.6,-73.6,5
1990-08-29,45.6,-73.6,3
1991-06-27,45.6,-73.6,7
1991-06-28,45.6,-73.6,1
1991-07-23,45.6,-73.6,1
1991-08-04,45.6,-73.6,3
1991-08-30,45.6,-73.6,32
1991-09-26,45.6,-73.6,1
1992-06-19,45.6,-73.6,8
1992-08-11,45.6,-73.6,1
1992-09-10,45.6,-73.6,4
1993-06-16,45.6,-73.6,3
1993-07-20,45.6,-73.6,2
1993-07-27,45.6,-73.6,9
1993-07-29,45.6,-73.6,9
1993-08-11,45.6,-73.6,3
1993-08-12,45.6,-73.6,3
1993-08-14,45.6,-73.6,1
1993-08-24,45.6,-73.6,3
1993-08-25,45.6,-73.6,2
1993-08-31,45.6,-73.6,35
1993-09-10,45.6,-73.6,1
1994-04-27,45.6,-73.6,1
1994-06-12,45.6,-73.6,28
1994-06-13,45.6,-73.6,2
1994-06-17,45.6,-73.6,8
1994-06-18,45.6,-73.6,1
1994-06-19,45.6,-73.6,2
1994-06-21,45.6,-73.6,1
1994-06-29,45.6,-73.6,12
1994-07-02,45.6,-73.6,50
1994-07-09,45.6,-73.6,6
1994-07-19,45.6,-73.6,7
1994-07-21,45.6,-73.6,91
1994-07-26,45.6,-73.6,2
1994-08-04,45.6,-73.6,2
1994-08-28,45.6,-73.6,3
1995-05-21,45.6,-73.6,1
