DAY,CENTERLAT,CENTERLON,FCOUNT
1987-05-28,45.5,-73.8,4
1987-05-29,45.5,-73.8,1
1987-05-30,45.5,-73.8,1
1987-06-09,45.5,-73.8,1
1987-06-16,45.5,-73.8,3
1987-06-28,45.5,-73.8,2
1987-07-11,45.5,-73.8,2
1987-07-13,45.5,-73.8,3
1987-07-14,45.5,-73.8,82
1987-07-18,45.5,-73.8,11
1987-07-24,45.5,-73.8,1
1987-07-26,45.5,-73.8,8
1987-08-22,45.5,-73.8,2
1988-03-24,45.5,-73.8,1
1988-05-31,45.5,-73.8,3
1988-06-23,45.5,-73.8,9
1988-06-25,45.5,-73.8,5
1988-07-10,45.5,-73.8,1
1988-07-30,45.5,-73.8,1
1988-08-03,45.5,-73.8,8
1988-08-05,45.5,-73.8,1
1988-08-06,45.5,-73.8,9
1988-08-13,45.5,-73.8,1
1988-08-14,45.5,-73.8,3
1988-08-25,45.5,-73.8,1
1988-09-27,45.5,-73.8,1
1989-07-25,45.5,-73.8,1
1989-08-04,45.5,-73.8,1
1989-08-06,45.5,-73.8,1
1989-08-14,45.5,-73.8,1
1989-08-21,45.5,-73.8,4
1990-06-18,45.5,-73.8,22
1990-06-24,45.5,-73.8,1
1990-07-04,45.5,-73.8,1
1990-07-05,45.5,-73.8,1
1990-07-17,45.5,-73.8,1
1990-08-27,45.5,-73.8,3
1991-06-12,45.5,-73.8,1
1991-06-27,45.5,-73.8,4
1991-06-28,45.5,-73.8,5
1991-07-23,45.5,-73.8,1
1991-08-01,45.5,-73.8,1
1991-08-28,45.5,-73.8,1
1991-08-30,45.5,-73.8,18
1992-06-19,45.5,-73.8,12
1992-10-10,45.5,-73.8,2
1993-05-06,45.5,-73.8,2
1993-06-28,45.5,-73.8,4
1993-07-20,45.5,-73.8,2
1993-07-21,45.5,-73.8,2
1993-07-27,45.5,-73.8,2
1993-07-29,45.5,-73.8,7
1993-08-10,45.5,-73.8,1
1993-08-11,45.5,-73.8,4
1993-08-12,45.5,-73.8,2
1993-08-14,45.5,-73.8,2
1993-08-17,45.5,-73.8,1
1993-08-31,45.5,-73.8,48
1994-06-12,45.5,-73.8,37
1994-06-19,45.5,-73.8,3
1994-06-29,45.5,-73.8,49
1994-07-02,45.5,-73.8,26
1994-07-09,45.5,-73.8,4
1994-07-18,45.5,-73.8,1
1994-07-19,45.5,-73.8,3
1994-07-21,45.5,-73.8,62
1994-07-25,45.5,-73.8,1
1994-07-26,45.5,-73.8,6
1994-08-20,45.5,-73.8,2
1994-08-21,45.5,-73.8,1
1994-08-28,45.5,-73.8,1
1994-09-07,45.5,-73.8,5
1995-07-01,45.5,-73.8,1
1995-07-06,45.5,-73.8,3
